,Sample name,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_1_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_2_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo,20210315_HILIC_intact_Andrea_RayWT_lowres_3_redo
35008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810873,,2572190
35007,,,,,,,,,,,,,,,,,,,,3436020,3439760,,,,,,,,,,,,,,,,,,1546430,4008270,3628140,,,,,,,,,,,,,,,,,,,2706150,
34982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427663,,,
34981,,,,,,,,,,,,,,,,,243672,758693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714493,,,,,,,,,,,,,,,,,,,,,742692,,
34978,,,,,,,,,,,,,,,,,,,,,398658,,,,,,,,,,,,,,,,,,1181440,,,,,,,,,,,,,,,,,,,,,,
34977,,,,,,,,,,,,,,,,,,,731833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465338
34975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788480,,,,,,,,,,,,,,,,,,,,,
34974,,,,,,,,,,,,,,,,,,,,670582,,,,,,,,,,,,,,,,,,,,,688129,,,,,,,,,,,,,,,,,,,,
34960,,,609110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34940,,,,,,,,,,,,,,,,,,618063,,,,,,,,,,,,,,,,,,,,643843,982975,,,,,,,,,,,,,,,,,,,525627,,,
34938,,,,,,,,,,,,,,,,,,,1068860,,,,,,,,,,,,,,,,,,265097,,,,,,,,,,,,,,,,,,,,,,703881,,
34936,,,,,,,,,,,,,,,,,,,,988500,1324950,,,,,,,,,,,,,,,,,,,1319850,,,,,,,,,,,,,,,,,,,,,
34935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565050,,,,,,,,,,,,,,,,,,,,
34934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875332,
34932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990351
34922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224231,,,,
34915,,,,,,,,,,,,,,,,,,,,,,,,803910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909956,
34910,,,,670497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34909,,,,,,,566422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34906,,,,,,,,,,,,,,,,,,,,848594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800755,,
34902,,,,,,,,,,,,,,,,,,,1126380,,,,,,,,,,,,,,,,,,,,1197250,,,,,,,,,,,,,,,,,,,,,,
34901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1388290,,,,,,,,,,,,,,,,,,,,,,,
34900,,,,,,,,,,,,,,,,,,998172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616751,,,
34893,,,,715891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34873,,,,,,,,430977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853180
34861,,,,,,,,,,,,,,,,,,,,4233400,3226770,,,,,,,,,,,,,,,,,,,,4126180,,,,,,,,,,,,,,,,,942724,,,
34860,,,,,,,,,,,,,,,,,,,3865400,,,,,,,,,,,,,,,,,,,1353800,5286010,4916370,,342098,,,,,,,,,,,,,,,,,3709480,4030840,
34858,,,,,,,,,,,,,,,,,431085,1123310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34855,,644340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34853,,,,,,,,,,,,,,,,,,,,,,,,,,,355144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168332,,,,
34844,,,,,,,,,,,,,,,,,,,,,,,,711372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34834,,,,,,,,,,,,,,,,,,,,,694044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388279,,,
34832,,,,,,,,,,,,,,,,,,,,,,,,,,,,368972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323650,483689,
34829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419444,,,,,,,,,,,,,,,,,,,,,
34828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889475,,,,,,,,,,,,,,,,,,,,,,
34827,,,,,,,,,,,,,,,,,,,520367,589166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34825,,,,,,,,,,,,,,,,,452457,,,,,,,,,,,,,,,,,,,,253304,,,,,,,,,,,,,,,,,,,,,,,,
34821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438240,,,,,,,,,,,,,,,,,
34818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439266,,,,
34795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158150,,,,,,,,,,,,,,,,,,,,,917188,
34793,,,,,,,,,,,,,,,,,,,,,,,,,,,377865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34792,,,,,,,,,,,,,,,,,,,820219,1126230,1309670,,,,,,,,,,,,,,,,,,,1272310,,,,,,,,,,,,,,,,,,,,,931501
34791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409870,,,,,,,,,,,,,,,,,,566577,,
34786,,,,,,,,,,,,,,,,,1112850,1145170,,,,,,,,,,,,,,,,,,,1180950,,,,,,,,,,,,,,,,,,,,,,,,
34785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280020,,,,,,,,,,,,,,,,,,,,1088300,,,
34784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829508,,,,
34778,,,,,,,,,,,,,,,,447423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34776,,,,,,,,,,,,,,,333348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814559,
34764,,,,,,,,,,,,,,,,,,,,1380240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34759,,,,,,,,516442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893431,,,,,,,,,,,,,,,,,,,,,
34757,,,,,,,,,,,,,,,,,,,899917,,,,,,,,,,,,,,,,,,,,1434490,,,,,,,,,,,,,,,,,,,,,,
34756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766257,,
34755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388039,,,,
34754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916678,,,,,,,,,,,,,,,,,,,,,,,
34752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446070,,,
34750,,,,,,,,,,,,,,,,,,497873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431399,,,,,,,,,,,,,,,,,,,,,,,,
34742,,,,,,,,,,,,,,,,,,,,,,,,,,387164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34732,,598922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747120,,,,,,,,,,,201000,,,,,,,,,,,,
34727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543407,,,,,,,,,,,,,,,,,,,,,,,,
34726,,,,,,,,,,,,,,,,,429773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475196,,,,
34723,,,,,,,,,,,,,,,,,,633990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661990,,,
34716,,,,,,,,,,,,,,,,,,,,,3578600,,,,,,,,,,,,,,,,,,,,3402700,,,,,,,,,,,,,,,,,,,,2878970
34715,,,,,,,,,,,,,,,,,,,1780100,4247570,,,,,,,,,,,,,,,,,,,,4478220,,,,,,,,,,,,,,,,,,,1705560,3374170,
34714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528010,,,,,,,,,,,,,,,,,,,,,,
34708,,,,,,,,,,,,,,,,370672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626031,,,,
34696,,,,,,,,,,,,,,,,,1010770,2359970,,,,,,,,,,,,,,,,,,,1222230,3188360,,,,,,,,,,,,,,,,,,,,2126020,,,
34695,,,,,,,,,,,,,,,,,,,1129190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172840,,
34692,,,,,,,,,,,,,,,,,,,,,,,,,,,,369070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34691,,,,,,,,,,,,,,,,,,,,,,,,,688034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391226,,,,,,,,,,,,,
34689,,,,,,,,,,,,,,,,,,,,580099,,,,,,,,,,,,,,,,,,,,740379,,,,,,,,,,,,,,,,,,,,,
34688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898362,
34686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359871,,,,,,,,,,,,,,,,,,,,
34659,,,,,,,,,,,,,,,,,,,,,,566146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34656,,,,,,,,,,,,,,,,,,,,,,,,,555743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34654,,,,,,,,,,,,,,,,,,,,,,,,,,,,350841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34651,,,,,,,,,,,,,,,,517474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34649,,,,,,,,379941,,,,,,,,,871440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762564,,,,1558420,,,,,,,,,,,,,,,,,,,,1058990
34644,,,,,,,,,,,,,,,,,,1735320,,1601820,1398330,,,,,,,,,,,,,,,,,2130580,,1727660,,,,,,,,,,,,,,,,,566934,,,1552450,
34643,,,,,,,,,,,,,,,,,,,2430270,,,,,,,,,,,,,,,,,,,,2604400,,,,,,,,,,,,,,,,,,,1034190,2042050,,
34631,,,,,,,,,,,,,,,,519806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590150
34615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976404,,,,,,,,,,,,,,,,,,,,,
34613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400293,,,,,
34612,,,,,,,,,,,,,,,389644,603384,,,,1195330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34611,,,,,,,,,,,,,,,,,1208470,,1490380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799873,
34610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140450,,
34609,,,,,,,,,,,,,,,,,,2421700,,,,,,,,,,,,,,,,,,,,2547060,1447910,,,,,,,,,,,,,,,,,,998277,,,,
34608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005370,,,,,,,,,,,,,,,,,,,,,1600200,,,
34597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313945,,,,,,,,,,,,,,,,,,,,,,,,,
34576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584974,,,,,,,,,,,,,,,,,,,,,669573,,,,
34575,,,,,,,,,,,,,,,,,1039070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244841,,,,,
34574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120200,,,,,,,,,,,,,,,,,,,,,,,,
34572,,,,,,,,,,,,,,,,677513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149370
34570,,,,,,,,,,,,,,,,,,,,,2684000,,,,,,,,,,,,,,,,,3128350,,3574590,2725080,,,,,,,,246745,,,,,,,,,,,3129690,
34569,,,,,,,,,,,,,,,,,,2221600,4384550,3659110,,,,,,,,,,,,,,,,,,,5318610,,,,,,,,,,,,,,,,,,,1897200,,,
34568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675810,,
34561,,,552754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637121,
34542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718695,,,,,,,,,,,,,,,,,,,,,
34540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177642,,,,,,
34539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318080,,,,,,,,,,,,,,,,,,,,,,,,
34536,,,,,,,,,,,,,,,,,1412110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150680,,,,
34534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314137,,,,,
34531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774429,,,,,,,,,,,,,,,,,,,,,,,,,
34530,,,,,,,,,,,,,,,,728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319642,,,,,,,,,,,,,,,,,,,
34518,,,,,,,,,,,,,,,,,,,,,,,768842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315009,,,,,,,,,,
34501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143980,,,,,,,,,,,,,,,,,,,,
34499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348740,,,,,,,,,,,,,,,,,,,,1844120,
34498,,,,,,,,,,,,,,,,,,,,2326010,1515120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082050
34496,,,,,,,,,,,,,,,,,,,4917720,,,,,,,,,,,,,,,,,,,,4697380,,,,,,,,,,,,,,,,,,,,3914500,,
34495,,,,,,,,,,,,,,,,,,11125600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34494,,,,,,,,,,,,,,,,,7535780,,,,,,,,,,,,,,,,,,,,9700080,12781800,,,,,,,,,,,,,,,,,,,6221540,8835120,,,
34493,,,,,,,,,,,,,,,,952742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171930,,,,,,,,,,,,,,,,,,,,732221,,,,,
34489,,,,,,,,,,,,,,,,,,,,,,,,,,,,471280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34487,,,,,,,,,,,,,,,,,,,,,,,,,,481000,,,,,,,,,,,,,,,,,,,,,,,,,181515,,,,,,,,,,
34483,,,,,,,,,,,,,,,327009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270845,,,,,,
34473,,,,,590456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786710,,,,,,,,,,,,,,,,,,,,,
34468,,,,,,,,,,,,,,,,,,,,816664,,,,,,,,,,,,,,,,,,,,,441341,,,,,,,,,,,,,,,,,,,,
34467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525340,
34465,,,,,,,,,,,,,,,,522519,,,1402150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34464,,,,,,,,,,,,,,,,,,1084690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002580,,
34463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569150,1770450,,,,,,,,,,,,,,,,,,,1195320,,,
34453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537895,,,,,
34445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112440,,,,,,,,,,,,,,,,,,,,,,,,
34444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075210,,,,
34441,,,,,,,,,,,,,,,,813678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34439,,,,,,,,,,,,,,,,,1064320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820957,,,,,,,,,,,,,,,,,,,,,,,,,
34435,,657279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34433,,,,,,,,502896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34427,,,,,,,,,,,,,,,,,,1328670,,,,,,,,,,,,,,,,,,,,1393190,,,,,,,,,,,,,,,,,,,,,,,
34426,,,,,,,,,,,,,,,,,,,,,1881830,,,,,,,,,,,,,,,,,,,,2403740,,,,,,,,,,,,,,,,,,,,
34425,,,,,,,,,,,,,,,,,,,2759980,,,,,,,,,,,,,,,,,,,,,3212010,,,,,,,,,,,,,,,,,,,2745190,2410760,1518580
34424,,,,,,,,,,,,,,,,,,,,2747040,,,,,,,,,,,,,,,,,,,3737440,,,,,,245728,,,,,,,,,,,,,,,,
34408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242900,,,,,,,,,,152485,,,,,,
34406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352579,,,,,,,,,,,,,,,,,,,,,,,,,,
34405,,,,,,,,,,,,,,,,,3114420,,,,,,,,,,,,,,,,,,,,4252620,3812660,,,,,,,,,,,,,,,,,,,2742330,3026250,,,
34404,,,,,,,,,,,,,,411632,,,,3524560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498220,,
34403,,,,,,,,,,,,,,,,,,,1316430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34399,,,,,,,,,,,,,,,,910776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612872,,,,,
34398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920904,,,,,,,,,,,,,,,,,,,,,,,,,
34396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379433,
34373,,,,,,,,445032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695219,650166,,,,,,,,,,,,,,,,,,,,,,,,,
34363,,,,,,,,,,,,,,,,819801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667435,,,,,
34358,,,,,,,,,,,,,,,587577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164070,,,,,,,,,,,,,,,,,,,,953548
34353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678100,,,,,,,,,,,,,,,,,,,,2305680,
34352,,,,,,,,,,,,,,,,,2452620,,,,1086840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127870,,,,
34351,,,,,,,,,,,,,,,,,,,,2589100,,,,,,,,,,,,,,,,,2975740,,,,,,,,,,,,,,,,,,,,,,,,
34350,,,,,,,,,,,,,,,,,,7965200,7293160,,,,,,,,,,,,,,,,,,,9871100,7935480,,,,,,,,,,,,,,,,,,,6962680,6016040,,
34348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520399,,,,,,,,,,,,,,,,,,,,,,,,,,
